izvor,sekcija,kljuc,sr,en,ru,hr,hu
"interfejs","admin","admin.levak_dana_oglas","Prosečno dana od potvrde do prvog oglasa","Average days from confirmation to first listing","В среднем дней от подтверждения до первого объявления","Prosečno dana od potvrde do prvog oglasa","Prosečno dana od verifikacije do prvog oglasa"
"interfejs","admin","admin.levak_napomena_dnevnik","Koraci „Otvorili Potvrde“ i „Otvorili formu za oglas“ čitaju se iz dnevnika aktivnosti, koji počinje {datum}. Za starije kohorte ta dva reda pokazuju nulu jer podataka nema, ne zato što niko nije otvarao stranicu.","Koraci „Opened Confirmations“ i „Otvorili formu za oglas“ čitaju se iz dnevnika aktivnosti, koji počinje {datum}. Za starije kohorte ta dva reda pokazuju nulu jer podataka nema, ne zato što niko nije otvarao stranicu.","Koraci „Otvorili подтверждение ili tablu“ i „Otvorili formu za oglas“ čitaju se iz dnevnika aktivnosti, koji počinje {datum}. Za starije kohorte ta dva reda pokazuju nulu jer podataka nema, ne zato što niko nije otvarao stranicu.","Koraci „Otvorili potvrdu ili tablu“ i „Otvorili formu za oglas“ čitaju se iz dnevnika aktivnosti, koji počinje {datum}. Za starije kohorte ta dva reda pokazuju nulu jer podataka nema, ne zato što niko nije otvarao stranicu.","Koraci „Otvorili verifikaciju ili tablu“ i „Otvorili formu za oglas“ čitaju se iz dnevnika aktivnosti, koji počinje {datum}. Za starije kohorte ta dva reda pokazuju nulu jer podataka nema, ne zato što niko nije otvarao stranicu."
"interfejs","admin","admin.levak_ucitavanje","Učitavanje…","Učitavanje…","Učitavanje…","Učitavanje…","Učitavanje…"
"interfejs","admin","admin.levak_greska","Greška pri učitavanju levka.","Greška pri učitavanju levka.","Greška pri učitavanju levka.","Greška pri učitavanju levka.","Greška pri učitavanju levka."
"interfejs","admin","admin.tab_odluke","Odluke","Odluke","Odluke","Odluke","Odluke"
"interfejs","admin","admin.doprinos_revizija_btn","Proveri ko nije dobio","Check who did not receive it","Проверить, кто не получил","Provjeri tko nije dobio","Ellenőrizd, ki nem kapta meg"
"interfejs","admin","admin.doprinos_revizija_loading","Proveravam…","Checking…","Проверяю…","Provjeravam…","Ellenőrzés…"
"interfejs","admin","admin.doprinos_revizija_zbir","Kvalifikovan oglas ima {kvalifikovanih} članova; zapis o doprinosu postoji za {saZapisom}. Kroz kanal je do sada evidentirano {poen} POEN.","{kvalifikovanih} members have a qualifying listing; a contribution record exists for {saZapisom}. {poen} POEN has been recorded through this channel so far.","Подходящее объявление есть у {kvalifikovanih} участников; запись о вкладе существует для {saZapisom}. Через канал учтено {poen} ПОЕН.","Kvalificirani oglas ima {kvalifikovanih} članova; zapis o doprinosu postoji za {saZapisom}. Kroz kanal je dosad evidentirano {poen} POEN.","{kvalifikovanih} tagnak van megfelelő hirdetése; hozzájárulási bejegyzés {saZapisom} tagnál létezik. A csatornán eddig {poen} POEN került nyilvántartásba."
"interfejs","admin","admin.doprinos_revizija_nedostaju","ima kvalifikovan oglas, a nema nijedan zapis o doprinosu","have a qualifying listing but no contribution record at all","имеют подходящее объявление, но ни одной записи о вкладе","ima kvalificirani oglas, a nema nijedan zapis o doprinosu","van megfelelő hirdetése, de egyetlen hozzájárulási bejegyzése sincs"
"interfejs","admin","admin.doprinos_revizija_zabelezen_verifikovan","doprinos stoji zabeležen kod redovnog člana — razrešava se dugmetom ispod","contribution noted for a full member — resolved by the button below","вклад отмечен у полноправного участника — решается кнопкой ниже","doprinos je zabilježen kod redovnog člana — rješava se gumbom ispod","a hozzájárulás rendes tagnál van feljegyezve — az alábbi gombbal rendezhető"
"interfejs","admin","admin.doprinos_revizija_bez_obavestenja","POEN je evidentiran, a obaveštenje im nije otišlo","POEN recorded, but no notification was sent to them","ПОЕН учтён, но уведомление им не ушло","POEN je evidentiran, a obavijest im nije otišla","a POEN nyilvántartásba került, de értesítést nem kaptak"
"interfejs","admin","admin.doprinos_revizija_bez_transakcije","evidentirano bez veze na transakciju — proveriti ručno","recorded without a linked transaction — check manually","учтено без связи с транзакцией — проверить вручную","evidentirano bez veze na transakciju — provjeriti ručno","tranzakcióra hivatkozás nélkül került nyilvántartásba — kézzel ellenőrizni"
"interfejs","admin","admin.doprinos_revizija_uredno","Čeka odobrenje u tabu „Prvi oglasi”: {ceka}. Poništeno zbog uklonjenog oglasa: {ponisten}.","Awaiting approval in the “First listings” tab: {ceka}. Annulled due to a removed listing: {ponisten}.","Ожидает одобрения во вкладке «Первые объявления»: {ceka}. Аннулировано из-за удалённого объявления: {ponisten}.","Čeka odobrenje u kartici „Prvi oglasi”: {ceka}. Poništeno zbog uklonjenog oglasa: {ponisten}.","A „Első hirdetések” fülön jóváhagyásra vár: {ceka}. Eltávolított hirdetés miatt megsemmisítve: {ponisten}."
"interfejs","admin","admin.doprinos_revizija_bez_minimuma","ima oglas, ali nijedan ne ispunjava sadržinski minimum — zato doprinos nije ni zabeležen","has a listing, but none meets the content minimum — so no contribution was noted","есть объявление, но ни одно не отвечает содержательному минимуму — поэтому вклад не был отмечен","ima oglas, ali nijedan ne ispunjava sadržajni minimum — zato doprinos nije ni zabilježen","van hirdetése, de egyik sem felel meg a tartalmi minimumnak — ezért hozzájárulás nem került feljegyzésre"
"interfejs","kolacici","kolacici.aria","Pristanak na kolačiće","Cookie consent","Согласие на использование cookie","Pristanak na kolačiće","Süti-hozzájárulás"
"interfejs","kolacici","kolacici.tekst","Koristimo neophodne kolačiće za rad platforme. Uz tvoj pristanak koristimo i analitičke kolačiće (Google Analytics) da bismo razumeli korišćenje i poboljšali sajt. Možeš ih prihvatiti ili odbiti — sajt radi i bez njih.","We use necessary cookies to run the platform. With your consent we also use analytics cookies (Google Analytics) to understand usage and improve the site. You can accept or decline — the site works without them.","Мы используем необходимые cookie для работы платформы. С вашего согласия мы также используем аналитические cookie (Google Analytics), чтобы понимать, как сайтом пользуются, и улучшать его. Вы можете принять или отклонить — сайт работает и без них.","Koristimo neophodne kolačiće za rad platforme. Uz tvoj pristanak koristimo i analitičke kolačiće (Google Analytics) kako bismo razumjeli korištenje i poboljšali stranicu. Možeš ih prihvatiti ili odbiti — stranica radi i bez njih.","A platform működéséhez szükséges sütiket használunk. Hozzájárulásoddal analitikai sütiket is használunk (Google Analytics), hogy megértsük a használatot és javítsuk az oldalt. Elfogadhatod vagy elutasíthatod — az oldal nélkülük is működik."
"interfejs","kolacici","kolacici.saznaj_vise","Saznaj više","Learn more","Подробнее","Saznaj više","Tudj meg többet"
"interfejs","kolacici","kolacici.prihvati","Prihvati","Accept","Принять","Prihvati","Elfogadom"
"interfejs","kolacici","kolacici.odbij","Odbij","Decline","Отклонить","Odbij","Elutasítom"
"interfejs","oauthDovrsi","oauthDovrsi.greska_pseudonim_kratak","Pseudonim mora imati najmanje 3 karaktera.","The pseudonym must be at least 3 characters long.","Псевдоним должен содержать не менее 3 символов.","Pseudonim mora imati najmanje 3 karaktera.","Az álnévnek legalább 3 karakterből kell állnia."
"interfejs","oauthDovrsi","oauthDovrsi.greska_pseudonim_zauzet","Ovaj pseudonim je zauzet.","This pseudonym is taken.","Этот псевдоним занят.","Ovaj pseudonim je zauzet.","Ez az álnév foglalt."
"interfejs","oauthDovrsi","oauthDovrsi.greska_uslovi","Morate prihvatiti uslove i politiku privatnosti.","You must accept the terms and the privacy policy.","Необходимо принять условия и политику конфиденциальности.","Morate prihvatiti uvjete i politiku privatnosti.","El kell fogadnod a feltételeket és az adatvédelmi szabályzatot."
"interfejs","oauthDovrsi","oauthDovrsi.greska_opsta","Greška. Pokušajte ponovo.","Error. Please try again.","Ошибка. Попробуйте ещё раз.","Greška. Pokušajte ponovo.","Hiba. Próbáld újra."
"interfejs","oauthDovrsi","oauthDovrsi.ph_pseudonim","VasPseudonim","YourPseudonym","ВашПсевдоним","VasPseudonim","AzÖnÁlneve"
"interfejs","oauthDovrsi","oauthDovrsi.cuvanje","Čuvanje...","Saving...","Сохранение...","Čuvanje...","Mentés..."
"interfejs","oauthDovrsi","oauthDovrsi.zavrsi","Završi registraciju","Finish registration","Завершить регистрацию","Završi registraciju","Regisztráció befejezése"
"interfejs","notifikacije","notifikacije.transfer_primljen_naslov","Prepisano ti je {iznos} POEN","{iznos} POEN re-registered to you","Вам переписано {iznos} ПОЕН","Prepisano ti je {iznos} POEN","{iznos} POEN átírva neked"
"interfejs","notifikacije","notifikacije.transfer_primljen_tekst","{pseudonim} ti je prepisao/la {iznos} POEN u tvoj zapis.","{pseudonim} re-registered {iznos} POEN into your record.","{pseudonim} переписал(а) {iznos} ПОЕН в вашу запись.","{pseudonim} ti je prepisao/la {iznos} POEN u tvoj zapis.","{pseudonim} {iznos} POEN-t írt át a nyilvántartásodba."
"interfejs","notifikacije","notifikacije.prigovor_resen_naslov","Prigovor rešen","Complaint resolved","Возражение рассмотрено","Prigovor rešen","Kifogás elbírálva"
"interfejs","notifikacije","notifikacije.prigovor_odbijen_naslov","Prigovor odbijen","Complaint rejected","Возражение отклонено","Prigovor odbijen","Kifogás elutasítva"
"interfejs","notifikacije","notifikacije.prigovor_resen_tekst","Tvoj prigovor je rešen.","Your complaint has been resolved.","Ваше возражение рассмотрено.","Tvoj prigovor je rešen.","A kifogásodat elbírálták."
"interfejs","notifikacije","notifikacije.prigovor_odbijen_tekst","Tvoj prigovor je odbijen.","Your complaint has been rejected.","Ваше возражение отклонено.","Tvoj prigovor je odbijen.","A kifogásodat elutasították."
"interfejs","notifikacije","notifikacije.program_odobren_naslov","Prijava na program odobrena","Programme application approved","Заявка на программу одобрена","Prijava na program odobrena","Programjelentkezés jóváhagyva"
"interfejs","notifikacije","notifikacije.program_odobren_tekst","Tvoja prijava na program „{program}” je odobrena.","Your application for the “{program}” programme has been approved.","Ваша заявка на программу «{program}» одобрена.","Tvoja prijava na program „{program}” je odobrena.","A(z) „{program}” programra való jelentkezésedet jóváhagyták."
"interfejs","notifikacije","notifikacije.program_odbijen_naslov","Prijava na program odbijena","Programme application rejected","Заявка на программу отклонена","Prijava na program odbijena","Programjelentkezés elutasítva"
"interfejs","notifikacije","notifikacije.program_odbijen_tekst","Tvoja prijava na program „{program}” je odbijena.","Your application for the “{program}” programme has been rejected.","Ваша заявка на программу «{program}» отклонена.","Tvoja prijava na program „{program}” je odbijena.","A(z) „{program}” programra való jelentkezésedet elutasították."
"interfejs","notifikacije","notifikacije.transfer_primljen_poruka_naslov","Prepisano ti je {iznos} POEN","{iznos} POEN re-registered to you","Вам переписано {iznos} ПОЕН","Prepisano ti je {iznos} POEN","{iznos} POEN átírva neked"
"interfejs","notifikacije","notifikacije.transfer_primljen_poruka_tekst","{pseudonim} ti je prepisao/la {iznos} POEN u tvoj zapis. Poruka: „{poruka}”","{pseudonim} re-registered {iznos} POEN into your record. Message: “{poruka}”","{pseudonim} переписал(а) {iznos} ПОЕН в вашу запись. Сообщение: «{poruka}»","{pseudonim} ti je prepisao/la {iznos} POEN u tvoj zapis. Poruka: „{poruka}”","{pseudonim} {iznos} POEN-t írt át a nyilvántartásodba. Üzenet: „{poruka}”"
"interfejs","notifikacije","notifikacije.program_odbijen_razlog_naslov","Prijava na program odbijena","Programme application rejected","Заявка на программу отклонена","Prijava na program odbijena","Programjelentkezés elutasítva"
"interfejs","notifikacije","notifikacije.program_odbijen_razlog_tekst","Tvoja prijava na program „{program}” je odbijena. Razlog: {razlog}","Your application for the “{program}” programme has been rejected. Reason: {razlog}","Ваша заявка на программу «{program}» отклонена. Причина: {razlog}","Tvoja prijava na program „{program}” je odbijena. Razlog: {razlog}","A(z) „{program}” programra való jelentkezésedet elutasították. Ok: {razlog}"
"interfejs","notifikacije","notifikacije.svi_verifikatori_potvrdili_naslov","Ceo tvoj lanac je potvrdio","All guarantors have confirmed","Все поручители подтвердили","Svi oni koji potvrđuju su potvrdili","Minden kezes megerősítette"
"interfejs","notifikacije","notifikacije.svi_verifikatori_potvrdili_tekst","Svi ljudi iz tvog lanca su potvrdili prijavu za program „{program}”. Prijava čeka odluku Fondacije.","All your guarantors have confirmed your application for the “{program}” programme. It now awaits the Foundation’s decision.","Все ваши поручители подтвердили заявку на программу «{program}». Заявка ожидает решения Фонда.","Svi tvoji oni koji potvrđuju su potvrdili prijavu za program „{program}”. Prijava čeka odluku Fondacije.","Minden kezesed megerősítette a(z) „{program}” programra való jelentkezésedet. A jelentkezés az Alapítvány döntésére vár."
"interfejs","notifikacije","notifikacije.program_odbijen_verifikator_naslov","Prijava na program odbijena","Programme application rejected","Заявка на программу отклонена","Prijava na program odbijena","Programjelentkezés elutasítva"
